41,Non-Travel,Research & Development,2,Other,1,Female,2,Healthcare Representative,3,Single,6811,2,17,1,10,3,8,7,0,7,0,0.08734939759036145,Retention
26,Travel_Rarely,Sales,29,Medical,1,Male,2,Sales Executive,3,Divorced,4306,5,12,1,8,5,0,0,0,0,0,0.2214765100671141,Retention
35,Travel_Rarely,Sales,1,Medical,1,Female,2,Sales Executive,3,Single,4859,1,16,4,5,3,5,4,0,3,0,0.08734939759036145,Retention
34,Travel_Rarely,Sales,21,Life Sciences,4,Male,2,Sales Executive,4,Single,5337,1,12,4,10,3,10,7,5,7,0,0.08734939759036145,Retention
26,Travel_Rarely,Research & Development,24,Technical Degree,3,Male,1,Laboratory Technician,4,Single,2340,1,18,2,1,3,1,0,0,0,1,0.5172413793103449,Attrition
37,Travel_Rarely,Research & Development,1,Technical Degree,2,Female,3,Manufacturing Director,4,Single,7491,4,17,4,12,3,6,5,1,2,0,0.08734939759036145,Retention
46,Travel_Frequently,Research & Development,18,Medical,1,Female,3,Healthcare Representative,3,Married,10527,5,11,4,28,3,2,2,1,2,0,0.08734939759036145,Retention
41,Travel_Rarely,Sales,2,Life Sciences,2,Female,4,Manager,1,Married,16595,7,16,2,22,2,18,16,11,8,0,0.08734939759036145,Retention
37,Non-Travel,Sales,9,Medical,1,Male,3,Sales Executive,2,Divorced,8834,1,13,4,9,6,9,5,7,7,0,0.08734939759036145,Retention
52,Travel_Rarely,Research & Development,6,Technical Degree,4,Male,2,Research Scientist,1,Divorced,5577,3,12,2,18,3,10,9,6,9,0,0.08734939759036145,Retention
32,Non-Travel,Sales,11,Other,4,Male,2,Sales Executive,3,Married,4707,8,12,4,6,2,4,2,1,2,0,0.2214765100671141,Retention
24,Travel_Frequently,Sales,24,Medical,4,Male,1,Sales Representative,4,Married,2400,0,13,3,3,3,2,2,2,1,0,0.2214765100671141,Retention
38,Travel_Rarely,Research & Development,10,Medical,3,Female,2,Healthcare Representative,3,Married,9824,3,19,3,18,4,1,0,0,0,0,0.08734939759036145,Retention
37,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,2,Manufacturing Director,2,Married,6447,6,12,2,8,2,6,5,4,3,0,0.08734939759036145,Retention
49,Travel_Rarely,Research & Development,18,Life Sciences,4,Male,5,Research Director,3,Divorced,19502,1,17,3,31,5,31,9,0,9,0,0.08734939759036145,Retention
24,Travel_Rarely,Research & Development,23,Medical,2,Male,1,Research Scientist,4,Married,2725,1,11,2,6,3,6,5,1,4,0,0.2214765100671141,Retention
26,Travel_Rarely,Sales,28,Marketing,1,Male,2,Sales Executive,2,Married,6272,1,20,4,6,5,5,3,1,4,0,0.2214765100671141,Retention
24,Travel_Rarely,Research & Development,17,Other,4,Male,1,Laboratory Technician,2,Married,2127,1,21,4,1,2,1,0,0,0,1,0.5172413793103449,Attrition
50,Travel_Frequently,Human Resources,3,Medical,1,Male,5,Manager,2,Married,18200,1,11,3,32,2,32,5,10,7,0,0.08734939759036145,Retention
25,Travel_Rarely,Sales,13,Medical,2,Male,1,Sales Representative,3,Married,2096,1,11,3,7,1,7,4,0,6,0,0.2214765100671141,Retention
24,Travel_Frequently,Research & Development,7,Life Sciences,1,Female,1,Laboratory Technician,3,Married,2886,1,16,4,6,4,6,3,1,2,0,0.2214765100671141,Retention
30,Travel_Frequently,Sales,12,Life Sciences,2,Male,1,Sales Representative,1,Married,2033,1,18,3,1,2,1,0,0,0,1,0.5172413793103449,Attrition
34,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,1,Research Scientist,4,Married,3622,1,13,4,6,3,6,5,1,3,0,0.08734939759036145,Retention
