39,Travel_Rarely,Human Resources,3,Human Resources,3,Female,2,Human Resources,2,Married,6389,9,15,3,12,3,8,3,3,6,0,0.08734939759036145,Retention
56,Travel_Rarely,Research & Development,9,Medical,3,Male,4,Healthcare Representative,4,Married,11103,7,11,3,30,1,10,7,1,1,0,0.08734939759036145,Retention
40,Travel_Rarely,Research & Development,2,Medical,4,Female,1,Research Scientist,4,Single,2342,0,20,4,5,2,4,2,2,3,0,0.08734939759036145,Retention
27,Travel_Rarely,Research & Development,7,Medical,4,Female,2,Healthcare Representative,1,Single,6811,8,19,1,9,2,7,6,0,7,0,0.2214765100671141,Retention
29,Travel_Rarely,Sales,10,Marketing,4,Male,1,Sales Representative,2,Divorced,2297,1,14,4,2,2,2,2,2,2,0,0.2214765100671141,Retention
53,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,2,Laboratory Technician,4,Single,2450,2,17,4,19,4,2,2,2,2,0,0.08734939759036145,Retention
35,Non-Travel,Research & Development,2,Life Sciences,4,Female,2,Healthcare Representative,1,Divorced,5093,2,11,1,16,2,1,0,0,0,0,0.08734939759036145,Retention
32,Travel_Frequently,Research & Development,24,Life Sciences,1,Male,2,Laboratory Technician,4,Married,5309,1,15,4,10,2,10,8,4,7,0,0.2214765100671141,Retention
38,Travel_Rarely,Research & Development,2,Medical,4,Male,1,Research Scientist,3,Married,3057,6,13,2,6,0,1,0,0,1,0,0.08734939759036145,Retention
34,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,2,Manufacturing Director,1,Divorced,5121,3,14,3,7,3,0,0,0,0,0,0.08734939759036145,Retention
52,Travel_Rarely,Sales,3,Marketing,3,Male,4,Manager,1,Married,16856,1,11,1,34,3,34,6,1,16,0,0.08734939759036145,Retention
33,Travel_Rarely,Research & Development,1,Other,4,Male,1,Research Scientist,4,Single,2686,1,13,3,10,2,10,9,7,8,0,0.08734939759036145,Retention
25,Travel_Rarely,Sales,26,Medical,3,Female,2,Sales Executive,4,Single,6180,1,23,2,6,5,6,5,1,4,0,0.2214765100671141,Retention
45,Travel_Rarely,Sales,2,Technical Degree,2,Male,2,Sales Representative,3,Single,6632,0,13,1,9,3,8,7,3,1,0,0.08734939759036145,Retention
23,Travel_Rarely,Research & Development,10,Medical,1,Male,1,Research Scientist,3,Single,3505,1,18,4,2,3,2,2,0,2,0,0.2214765100671141,Retention
47,Travel_Frequently,Sales,27,Life Sciences,2,Female,2,Sales Executive,3,Single,6397,4,12,4,8,2,5,4,1,3,0,0.08734939759036145,Retention
34,Travel_Rarely,Sales,2,Other,4,Male,2,Sales Executive,4,Single,6274,1,22,3,6,5,6,5,1,4,0,0.08734939759036145,Retention
55,Travel_Rarely,Research & Development,2,Medical,4,Male,5,Manager,1,Married,19859,5,13,4,24,2,5,2,1,4,0,0.08734939759036145,Retention
36,Non-Travel,Sales,8,Life Sciences,1,Male,3,Sales Executive,1,Single,7587,1,15,2,10,1,10,7,0,9,0,0.08734939759036145,Retention
52,Non-Travel,Research & Development,19,Medical,4,Male,1,Research Scientist,4,Married,4258,0,18,1,5,3,4,3,1,2,0,0.08734939759036145,Retention
26,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,1,Laboratory Technician,4,Divorced,4364,3,14,1,5,2,2,2,2,0,0,0.2214765100671141,Retention
29,Travel_Rarely,Research & Development,27,Medical,2,Female,2,Healthcare Representative,3,Married,4335,4,12,1,11,3,8,7,1,1,0,0.2214765100671141,Retention
26,Travel_Rarely,Sales,8,Technical Degree,4,Male,2,Sales Executive,1,Single,5326,6,17,3,6,2,4,3,1,2,0,0.2214765100671141,Retention
34,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,1,Research Scientist,4,Single,3280,2,16,3,10,2,4,2,1,3,0,0.08734939759036145,Retention
54,Travel_Rarely,Research & Development,19,Medical,4,Female,2,Manufacturing Director,1,Divorced,5485,9,11,2,9,4,5,3,1,4,0,0.08734939759036145,Retention
27,Travel_Frequently,Sales,8,Marketing,3,Male,2,Sales Executive,4,Married,4342,0,19,2,5,3,4,2,1,1,0,0.2214765100671141,Retention
37,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,1,Research Scientist,1,Divorced,2782,0,13,2,6,3,5,3,4,3,0,0.08734939759036145,Retention
38,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,2,Manufacturing Director,1,Single,5980,6,12,4,17,2,15,7,4,12,0,0.08734939759036145,Retention
34,Travel_Rarely,Research & Development,2,Medical,3,Female,1,Research Scientist,1,Single,4381,1,11,3,6,3,6,5,1,3,0,0.08734939759036145,Retention
35,Travel_Rarely,Sales,8,Life Sciences,1,Female,1,Sales Representative,4,Married,2572,1,16,2,3,1,3,2,0,2,0,0.08734939759036145,Retention
30,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,1,Laboratory Technician,3,Married,3833,3,21,3,7,2,2,2,0,2,0,0.2214765100671141,Retention
40,Travel_Frequently,Research & Development,2,Medical,3,Female,2,Healthcare Representative,2,Married,4244,1,24,4,8,2,8,7,3,7,0,0.08734939759036145,Retention
34,Travel_Rarely,Sales,8,Life Sciences,3,Female,2,Sales Executive,1,Married,6500,5,17,2,6,1,3,2,1,2,0,0.08734939759036145,Retention
42,Travel_Frequently,Research & Development,8,Life Sciences,2,Male,5,Manager,4,Divorced,18430,1,13,2,24,4,24,7,14,9,0,0.08734939759036145,Retention
23,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,1,Laboratory Technician,1,Married,1601,1,21,3,1,2,0,0,0,0,1,0.5172413793103449,Attrition
24,Non-Travel,Research & Development,9,Life Sciences,3,Male,1,Laboratory Technician,2,Divorced,2694,1,11,3,1,4,1,0,0,0,1,0.5172413793103449,Attrition
52,Travel_Rarely,Research & Development,11,Life Sciences,4,Female,2,Laboratory Technician,3,Married,3149,8,20,2,9,3,5,2,1,4,0,0.08734939759036145,Retention
50,Travel_Rarely,Research & Development,2,Medical,3,Male,4,Research Director,3,Married,17639,5,16,4,30,3,4,3,0,3,0,0.08734939759036145,Retention
29,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,1,Laboratory Technician,1,Married,2319,1,11,4,1,1,1,0,0,0,1,0.5172413793103449,Attrition
33,Travel_Rarely,Research & Development,7,Medical,3,Male,3,Research Director,3,Married,11691,0,11,4,14,3,13,9,3,7,0,0.08734939759036145,Retention
33,Travel_Rarely,Sales,16,Marketing,1,Female,2,Sales Executive,1,Single,5324,5,15,3,6,3,3,2,0,2,0,0.08734939759036145,Retention
47,Travel_Rarely,Research & Development,2,Other,3,Female,4,Manager,4,Married,16752,1,11,3,26,3,26,14,3,0,0,0.08734939759036145,Retention
36,Travel_Rarely,Research & Development,1,Other,3,Female,2,Manufacturing Director,2,Married,5228,0,15,1,10,2,9,7,0,5,0,0.08734939759036145,Retention
29,Travel_Rarely,Research & Development,23,Life Sciences,3,Male,1,Research Scientist,3,Married,2700,1,24,3,10,3,10,7,0,7,0,0.2214765100671141,Retention
58,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,5,Research Director,2,Single,19246,7,12,4,40,2,31,15,13,8,0,0.08734939759036145,Retention
35,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,1,Research Scientist,3,Single,2506,3,13,3,7,0,2,2,2,2,0,0.08734939759036145,Retention
42,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6062,9,13,4,8,4,4,3,0,2,0,0.08734939759036145,Retention
28,Travel_Rarely,Research & Development,2,Medical,3,Male,1,Research Scientist,3,Single,4382,6,17,4,5,3,2,2,2,1,0,0.2214765100671141,Retention
36,Travel_Rarely,Human Resources,13,Human Resources,3,Male,1,Human Resources,2,Married,2143,4,13,2,8,2,5,2,0,4,0,0.08734939759036145,Retention
32,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,Manufacturing Director,3,Married,6162,1,12,3,14,3,14,13,6,8,0,0.2214765100671141,Retention
40,Travel_Frequently,Research & Development,16,Medical,1,Male,2,Laboratory Technician,3,Single,5094,6,14,4,10,6,1,0,0,0,0,0.08734939759036145,Retention
30,Travel_Rarely,Research & Development,2,Medical,3,Female,2,Manufacturing Director,4,Single,6877,5,24,2,12,4,0,0,0,0,0,0.2214765100671141,Retention
45,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,1,Research Scientist,3,Single,2274,1,14,4,1,3,1,0,0,0,1,0.5172413793103449,Attrition
42,Travel_Rarely,Research & Development,29,Life Sciences,2,Male,2,Manufacturing Director,2,Married,4434,1,13,4,10,3,9,8,7,8,0,0.08734939759036145,Retention
38,Travel_Frequently,Research & Development,12,Life Sciences,1,Male,2,Healthcare Representative,1,Divorced,6288,2,15,3,13,3,4,3,1,2,0,0.08734939759036145,Retention
34,Travel_Frequently,Research & Development,16,Life Sciences,3,Female,1,Research Scientist,4,Single,2553,1,16,3,6,3,5,2,1,3,0,0.08734939759036145,Retention
49,Travel_Rarely,Sales,11,Marketing,3,Female,3,Sales Executive,4,Married,7654,1,18,1,9,3,9,8,7,7,0,0.08734939759036145,Retention
55,Travel_Rarely,Sales,2,Medical,3,Male,2,Sales Executive,4,Single,5160,4,16,3,12,3,9,7,7,3,0,0.08734939759036145,Retention
43,Travel_Rarely,Research & Development,14,Life Sciences,2,Male,4,Research Director,1,Married,17159,6,24,3,22,3,4,1,1,0,0,0.08734939759036145,Retention
27,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,3,Research Director,4,Divorced,12808,1,16,2,9,3,9,8,0,8,0,0.2214765100671141,Retention
35,Travel_Rarely,Research & Development,7,Other,3,Male,3,Manufacturing Director,3,Single,10221,3,21,2,17,3,8,5,1,6,0,0.08734939759036145,Retention
28,Travel_Rarely,Sales,2,Marketing,2,Female,2,Sales Executive,2,Married,4779,1,20,1,8,2,8,7,7,5,0,0.2214765100671141,Retention
34,Travel_Rarely,Human Resources,3,Human Resources,3,Male,1,Human Resources,4,Married,3737,0,19,3,4,1,3,2,0,2,0,0.08734939759036145,Retention
26,Travel_Frequently,Research & Development,5,Medical,3,Female,1,Research Scientist,3,Married,2366,1,14,1,8,2,8,7,1,7,0,0.2214765100671141,Retention
27,Non-Travel,Research & Development,3,Medical,4,Male,1,Research Scientist,4,Married,1706,1,11,3,0,6,0,0,0,0,1,0.5172413793103449,Attrition
51,Travel_Rarely,Sales,26,Marketing,1,Female,4,Manager,3,Married,16307,2,14,3,29,2,20,6,4,17,0,0.08734939759036145,Retention
44,Travel_Rarely,Research & Development,4,Medical,4,Male,2,Healthcare Representative,2,Single,5933,9,12,4,10,2,5,2,2,3,0,0.08734939759036145,Retention
25,Travel_Rarely,Research & Development,2,Medical,1,Male,1,Research Scientist,1,Single,3424,7,13,3,6,3,4,3,0,1,0,0.2214765100671141,Retention
33,Travel_Rarely,Sales,1,Medical,1,Male,2,Sales Executive,1,Divorced,4037,1,22,1,9,5,9,8,0,8,0,0.08734939759036145,Retention
