41,Travel_Rarely,Sales,1,Life Sciences,2,Female,2,Sales Executive,4,Single,5993,8,11,1,8,0,6,4,0,5,0,0.08734939759036145,Retention
49,Travel_Frequently,Research & Development,8,Life Sciences,3,Male,2,Research Scientist,2,Married,5130,1,23,4,10,3,10,7,1,7,0,0.08734939759036145,Retention
37,Travel_Rarely,Research & Development,2,Other,4,Male,1,Laboratory Technician,3,Single,2090,6,15,2,7,3,0,0,0,0,0,0.08734939759036145,Retention
33,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,1,Research Scientist,3,Married,2909,1,11,3,8,3,8,7,3,0,0,0.08734939759036145,Retention
27,Travel_Rarely,Research & Development,2,Medical,1,Male,1,Laboratory Technician,2,Married,3468,9,12,4,6,3,2,2,2,2,0,0.2214765100671141,Retention
32,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,1,Laboratory Technician,4,Single,3068,0,13,3,8,2,7,7,3,6,0,0.2214765100671141,Retention
59,Travel_Rarely,Research & Development,3,Medical,3,Female,1,Laboratory Technician,1,Married,2670,4,20,1,12,3,1,0,0,0,0,0.08734939759036145,Retention
30,Travel_Rarely,Research & Development,24,Life Sciences,4,Male,1,Laboratory Technician,3,Divorced,2693,1,22,2,1,2,1,0,0,0,1,0.5172413793103449,Attrition
38,Travel_Frequently,Research & Development,23,Life Sciences,4,Male,3,Manufacturing Director,3,Single,9526,0,21,2,10,2,9,7,1,8,0,0.08734939759036145,Retention
36,Travel_Rarely,Research & Development,27,Medical,3,Male,2,Healthcare Representative,3,Married,5237,6,13,2,17,3,7,7,7,7,0,0.08734939759036145,Retention
35,Travel_Rarely,Research & Development,16,Medical,1,Male,1,Laboratory Technician,2,Married,2426,0,13,3,6,5,5,4,0,3,0,0.08734939759036145,Retention
29,Travel_Rarely,Research & Development,15,Life Sciences,4,Female,2,Laboratory Technician,3,Single,4193,0,12,4,10,3,9,5,0,8,0,0.2214765100671141,Retention
31,Travel_Rarely,Research & Development,26,Life Sciences,1,Male,1,Research Scientist,3,Divorced,2911,1,17,4,5,1,5,2,4,3,0,0.2214765100671141,Retention
34,Travel_Rarely,Research & Development,19,Medical,2,Male,1,Laboratory Technician,4,Divorced,2661,0,11,3,3,2,2,2,1,2,0,0.08734939759036145,Retention
28,Travel_Rarely,Research & Development,24,Life Sciences,3,Male,1,Laboratory Technician,3,Single,2028,5,14,2,6,4,4,2,0,3,0,0.2214765100671141,Retention
29,Travel_Rarely,Research & Development,21,Life Sciences,2,Female,3,Manufacturing Director,1,Divorced,9980,1,11,3,10,1,10,9,8,8,0,0.2214765100671141,Retention
32,Travel_Rarely,Research & Development,5,Life Sciences,1,Male,1,Research Scientist,2,Divorced,3298,0,12,4,7,5,6,2,0,5,0,0.2214765100671141,Retention
22,Non-Travel,Research & Development,16,Medical,4,Male,1,Laboratory Technician,4,Divorced,2935,1,13,2,1,2,1,0,0,0,1,0.5172413793103449,Attrition
53,Travel_Rarely,Sales,2,Life Sciences,1,Female,4,Manager,4,Married,15427,2,16,3,31,3,25,8,3,7,0,0.08734939759036145,Retention
38,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,1,Research Scientist,4,Single,3944,5,11,3,6,3,3,2,1,2,0,0.08734939759036145,Retention
24,Non-Travel,Research & Development,11,Other,1,Female,2,Manufacturing Director,3,Divorced,4011,0,18,4,5,5,4,2,1,3,0,0.2214765100671141,Retention
36,Travel_Rarely,Sales,9,Life Sciences,3,Male,1,Sales Representative,1,Single,3407,7,23,2,10,4,5,3,0,3,0,0.08734939759036145,Retention
34,Travel_Rarely,Research & Development,7,Life Sciences,1,Female,3,Research Director,2,Single,11994,0,11,3,13,4,12,6,2,11,0,0.08734939759036145,Retention
21,Travel_Rarely,Research & Development,15,Life Sciences,3,Male,1,Research Scientist,4,Single,1232,1,14,4,0,6,0,0,0,0,1,0.5172413793103449,Attrition
34,Travel_Rarely,Research & Development,6,Medical,2,Male,1,Research Scientist,1,Single,2960,2,11,3,8,2,4,2,1,3,0,0.08734939759036145,Retention
53,Travel_Rarely,Research & Development,5,Other,3,Female,5,Manager,3,Divorced,19094,4,11,4,26,3,14,13,4,8,0,0.08734939759036145,Retention
32,Travel_Frequently,Research & Development,16,Life Sciences,2,Female,1,Research Scientist,1,Single,3919,1,22,2,10,5,10,2,6,7,0,0.2214765100671141,Retention
42,Travel_Rarely,Sales,8,Marketing,3,Male,2,Sales Executive,2,Married,6825,0,11,4,10,2,9,7,4,2,0,0.08734939759036145,Retention
44,Travel_Rarely,Research & Development,7,Medical,1,Female,3,Healthcare Representative,4,Married,10248,3,14,4,24,4,22,6,5,17,0,0.08734939759036145,Retention
46,Travel_Rarely,Sales,2,Marketing,2,Female,5,Manager,1,Single,18947,3,12,4,22,2,2,2,2,1,0,0.08734939759036145,Retention
33,Travel_Rarely,Research & Development,2,Medical,3,Male,1,Laboratory Technician,4,Single,2496,4,11,4,7,3,1,1,0,0,0,0.08734939759036145,Retention
44,Travel_Rarely,Research & Development,10,Other,4,Male,2,Healthcare Representative,4,Married,6465,2,13,4,9,5,4,2,1,3,0,0.08734939759036145,Retention
30,Travel_Rarely,Research & Development,9,Medical,4,Male,1,Laboratory Technician,3,Single,2206,1,13,1,10,5,10,0,1,8,0,0.2214765100671141,Retention
